customer_id,customer_name,email,join_date
354,Customer_279,customer946@example.com,2022-01-08
271,Customer_285,customer10@example.com,2022-01-03
881,Customer_9,customer931@example.com,2022-01-26
698,Customer_713,customer370@example.com,2022-01-11
70,Customer_271,customer108@example.com,2022-01-28
656,Customer_399,customer489@example.com,2022-01-13
295,Customer_906,customer774@example.com,2022-01-09
557,Customer_688,customer269@example.com,2022-01-14
834,Customer_220,customer475@example.com,2022-01-02
625,Customer_830,customer591@example.com,2022-01-04
234,Customer_399,customer155@example.com,2022-01-25
794,Customer_977,customer709@example.com,2022-01-31
161,Customer_211,customer89@example.com,2022-01-22
971,Customer_620,customer736@example.com,2022-01-28
354,Customer_920,customer660@example.com,2022-01-03
903,Customer_999,customer236@example.com,2022-01-19
857,Customer_246,customer131@example.com,2022-01-10
910,Customer_385,customer443@example.com,2022-01-13
590,Customer_978,customer875@example.com,2022-01-24
925,Customer_954,customer477@example.com,2022-01-05
974,Customer_268,customer94@example.com,2022-01-22
603,Customer_93,customer414@example.com,2022-01-24
911,Customer_518,customer215@example.com,2022-01-25
829,Customer_53,customer119@example.com,2022-01-29
134,Customer_768,customer911@example.com,2022-01-21
542,Customer_818,customer896@example.com,2022-01-04
686,Customer_375,customer660@example.com,2022-01-11
922,Customer_303,customer33@example.com,2022-01-08
315,Customer_497,customer300@example.com,2022-01-21
417,Customer_838,customer807@example.com,2022-01-12
388,Customer_417,customer731@example.com,2022-01-22
277,Customer_481,customer591@example.com,2022-01-26
298,Customer_55,customer9@example.com,2022-01-26
57,Customer_918,customer623@example.com,2022-01-30
476,Customer_702,customer20@example.com,2022-01-21
22,Customer_855,customer922@example.com,2022-01-10
734,Customer_530,customer76@example.com,2022-01-24
609,Customer_502,customer595@example.com,2022-01-26
96,Customer_308,customer390@example.com,2022-01-25
301,Customer_761,customer221@example.com,2022-01-14
482,Customer_710,customer875@example.com,2022-01-09
457,Customer_101,customer529@example.com,2022-01-31
777,Customer_99,customer233@example.com,2022-01-08
79,Customer_771,customer1@example.com,2022-01-11
939,Customer_498,customer998@example.com,2022-01-01
105,Customer_617,customer634@example.com,2022-01-14
159,Customer_244,customer127@example.com,2022-01-26
374,Customer_945,customer557@example.com,2022-01-08
30,Customer_723,customer973@example.com,2022-01-10
772,Customer_79,customer353@example.com,2022-01-18
780,Customer_898,customer101@example.com,2022-01-21
610,Customer_781,customer830@example.com,2022-01-03
346,Customer_458,customer946@example.com,2022-01-06
845,Customer_128,customer700@example.com,2022-01-03
914,Customer_294,customer712@example.com,2022-01-20
94,Customer_784,customer628@example.com,2022-01-12
4,Customer_908,customer280@example.com,2022-01-26
751,Customer_160,customer205@example.com,2022-01-14
996,Customer_65,customer798@example.com,2022-01-29
3,Customer_655,customer175@example.com,2022-01-13
277,Customer_708,customer568@example.com,2022-01-28
912,Customer_239,customer399@example.com,2022-01-20
479,Customer_878,customer355@example.com,2022-01-05
12,Customer_989,customer654@example.com,2022-01-09
125,Customer_300,customer549@example.com,2022-01-10
256,Customer_83,customer286@example.com,2022-01-28
592,Customer_687,customer83@example.com,2022-01-15
521,Customer_817,customer432@example.com,2022-01-12
962,Customer_212,customer145@example.com,2022-01-19
838,Customer_862,customer743@example.com,2022-01-13
320,Customer_108,customer152@example.com,2022-01-17
108,Customer_830,customer868@example.com,2022-01-05
161,Customer_665,customer695@example.com,2022-01-14
785,Customer_240,customer889@example.com,2022-01-29
24,Customer_367,customer308@example.com,2022-01-05
885,Customer_271,customer742@example.com,2022-01-06
90,Customer_958,customer258@example.com,2022-01-13
779,Customer_83,customer965@example.com,2022-01-25
550,Customer_426,customer134@example.com,2022-01-29
795,Customer_83,customer567@example.com,2022-01-04
557,Customer_343,customer787@example.com,2022-01-20
859,Customer_377,customer315@example.com,2022-01-09
188,Customer_84,customer871@example.com,2022-01-13
585,Customer_908,customer423@example.com,2022-01-20
667,Customer_962,customer683@example.com,2022-01-02
249,Customer_93,customer260@example.com,2022-01-02
328,Customer_389,customer95@example.com,2022-01-23
638,Customer_564,customer528@example.com,2022-01-02
705,Customer_331,customer207@example.com,2022-01-02
427,Customer_491,customer666@example.com,2022-01-28
539,Customer_142,customer29@example.com,2022-01-14
771,Customer_723,customer259@example.com,2022-01-08
236,Customer_996,customer3@example.com,2022-01-13
540,Customer_840,customer902@example.com,2022-01-10
11,Customer_752,customer30@example.com,2022-01-16
901,Customer_22,customer800@example.com,2022-01-25
232,Customer_819,customer474@example.com,2022-01-04
529,Customer_516,customer506@example.com,2022-01-07
3,Customer_370,customer661@example.com,2022-01-03
166,Customer_250,customer281@example.com,2022-01-14
127,Customer_660,customer458@example.com,2022-01-07
372,Customer_397,customer779@example.com,2022-01-14
454,Customer_565,customer64@example.com,2022-01-09
310,Customer_240,customer334@example.com,2022-01-18
42,Customer_80,customer473@example.com,2022-01-13
793,Customer_69,customer27@example.com,2022-01-05
423,Customer_88,customer412@example.com,2022-01-10
369,Customer_381,customer604@example.com,2022-01-31
432,Customer_331,customer616@example.com,2022-01-19
478,Customer_572,customer977@example.com,2022-01-06
732,Customer_371,customer247@example.com,2022-01-19
285,Customer_601,customer270@example.com,2022-01-25
564,Customer_334,customer312@example.com,2022-01-06
57,Customer_707,customer114@example.com,2022-01-27
327,Customer_977,customer215@example.com,2022-01-22
236,Customer_315,customer409@example.com,2022-01-26
312,Customer_415,customer551@example.com,2022-01-25
678,Customer_539,customer866@example.com,2022-01-26
24,Customer_633,customer877@example.com,2022-01-08
259,Customer_860,customer597@example.com,2022-01-23
626,Customer_636,customer594@example.com,2022-01-15
471,Customer_174,customer774@example.com,2022-01-31
534,Customer_115,customer421@example.com,2022-01-24
684,Customer_688,customer449@example.com,2022-01-19
61,Customer_167,customer389@example.com,2022-01-21
418,Customer_58,customer691@example.com,2022-01-29
338,Customer_302,customer466@example.com,2022-01-17
496,Customer_388,customer452@example.com,2022-01-13
87,Customer_138,customer213@example.com,2022-01-09
563,Customer_382,customer63@example.com,2022-01-14
635,Customer_330,customer886@example.com,2022-01-11
398,Customer_533,customer817@example.com,2022-01-11
143,Customer_190,customer929@example.com,2022-01-16
931,Customer_784,customer176@example.com,2022-01-16
305,Customer_907,customer678@example.com,2022-01-24
334,Customer_5,customer446@example.com,2022-01-24
402,Customer_302,customer823@example.com,2022-01-21
351,Customer_416,customer680@example.com,2022-01-29
38,Customer_83,customer873@example.com,2022-01-23
961,Customer_601,customer551@example.com,2022-01-07
925,Customer_910,customer314@example.com,2022-01-18
417,Customer_887,customer196@example.com,2022-01-13
727,Customer_504,customer222@example.com,2022-01-30
103,Customer_873,customer329@example.com,2022-01-09
604,Customer_874,customer717@example.com,2022-01-08
607,Customer_222,customer813@example.com,2022-01-10
421,Customer_305,customer179@example.com,2022-01-03
896,Customer_644,customer932@example.com,2022-01-25
577,Customer_444,customer531@example.com,2022-01-08
153,Customer_742,customer57@example.com,2022-01-17
555,Customer_879,customer61@example.com,2022-01-07
449,Customer_592,customer486@example.com,2022-01-18
838,Customer_996,customer36@example.com,2022-01-06
331,Customer_628,customer450@example.com,2022-01-12
763,Customer_908,customer241@example.com,2022-01-01
27,Customer_801,customer921@example.com,2022-01-23
904,Customer_426,customer780@example.com,2022-01-22
418,Customer_323,customer848@example.com,2022-01-09
100,Customer_860,customer340@example.com,2022-01-10
22,Customer_296,customer549@example.com,2022-01-09
511,Customer_539,customer975@example.com,2022-01-18
11,Customer_659,customer394@example.com,2022-01-10
741,Customer_316,customer149@example.com,2022-01-17
316,Customer_564,customer883@example.com,2022-01-13
714,Customer_523,customer372@example.com,2022-01-08
79,Customer_236,customer608@example.com,2022-01-04
948,Customer_285,customer205@example.com,2022-01-16
622,Customer_907,customer317@example.com,2022-01-08
531,Customer_353,customer714@example.com,2022-01-07
807,Customer_115,customer823@example.com,2022-01-02
254,Customer_885,customer448@example.com,2022-01-03
47,Customer_600,customer328@example.com,2022-01-03
797,Customer_139,customer208@example.com,2022-01-13
90,Customer_588,customer711@example.com,2022-01-13
884,Customer_135,customer657@example.com,2022-01-19
954,Customer_962,customer976@example.com,2022-01-05
485,Customer_118,customer813@example.com,2022-01-08
981,Customer_176,customer156@example.com,2022-01-10
415,Customer_618,customer621@example.com,2022-01-23
473,Customer_936,customer743@example.com,2022-01-02
501,Customer_522,customer296@example.com,2022-01-22
437,Customer_193,customer858@example.com,2022-01-05
354,Customer_515,customer347@example.com,2022-01-22
232,Customer_149,customer561@example.com,2022-01-19
420,Customer_88,customer760@example.com,2022-01-01
35,Customer_91,customer39@example.com,2022-01-02
752,Customer_885,customer108@example.com,2022-01-02
937,Customer_840,customer897@example.com,2022-01-24
384,Customer_275,customer835@example.com,2022-01-11
678,Customer_417,customer194@example.com,2022-01-08
12,Customer_920,customer503@example.com,2022-01-09
948,Customer_806,customer809@example.com,2022-01-06
291,Customer_457,customer356@example.com,2022-01-12
944,Customer_407,customer775@example.com,2022-01-17
153,Customer_132,customer68@example.com,2022-01-26
429,Customer_737,customer267@example.com,2022-01-09
285,Customer_436,customer547@example.com,2022-01-25
868,Customer_782,customer667@example.com,2022-01-19
777,Customer_247,customer566@example.com,2022-01-12
465,Customer_669,customer350@example.com,2022-01-24
862,Customer_374,customer26@example.com,2022-01-31
250,Customer_620,customer779@example.com,2022-01-16
313,Customer_657,customer773@example.com,2022-01-19
50,Customer_707,customer882@example.com,2022-01-01
858,Customer_743,customer413@example.com,2022-01-23
381,Customer_727,customer885@example.com,2022-01-12
562,Customer_798,customer114@example.com,2022-01-04
203,Customer_996,customer722@example.com,2022-01-25
192,Customer_948,customer274@example.com,2022-01-09
171,Customer_244,customer847@example.com,2022-01-04
